pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Jak często co najmniej organy nadzoru dokonują ocen przyjmowania i załatwiania skarg i wniosków?,Raz w roku,Raz na 5 lat,Raz na kwartał,Raz na 2 lata,4,Art. 259 § 1 przewiduje ocenę nie rzadziej niż raz na dwa lata.
"Czy organy administracji publicznej udzielają pomocy organom innych państw UE, gdy przewiduje to prawo Unii Europejskiej?",Tak,Nie,Tylko na podstawie umowy dwustronnej,Wyłącznie po zgodzie ministra,1,Art. 260a § 1 przewiduje europejską współpracę administracyjną.
Czy pomoc administracyjna może obejmować udostępnianie informacji i wykonywanie czynności procesowych?,Nie,Tak,Wyłącznie informacje statystyczne,Tylko tłumaczenie dokumentów,2,Art. 260a § 2 wymienia te formy pomocy.
Jaki termin wyznacza się zagranicznemu organowi na uzupełnienie braków formalnych wniosku o pomoc?,7 dni,30 dni,14 dni,2 miesiące,3,Art. 260b § 2 przewiduje termin czternastu dni.
W jaki sposób w szczególności przekazuje się informacje w ramach europejskiej współpracy administracyjnej?,Wyłącznie pocztą tradycyjną,Tylko przez placówki dyplomatyczne,Wyłącznie ustnie,Drogą elektroniczną,4,Art. 260d wskazuje w szczególności drogę elektroniczną.
Jaki termin organ wyznacza stronie na wniesienie opłat lub kosztów wymaganych z góry?,Od 7 do 14 dni,Dokładnie 3 dni,Od 14 do 30 dni,Zawsze miesiąc,1,Art. 261 § 1 przewiduje termin nie krótszy niż 7 i nie dłuższy niż 14 dni.
Jaki skutek może mieć nieuiszczenie wymaganej opłaty w wyznaczonym terminie?,Automatyczne uwzględnienie podania,Zwrot podania lub zaniechanie czynności uzależnionej od opłaty,Zawsze umorzenie decyzją,Przekazanie sprawy do sądu,2,Art. 261 § 2 określa te skutki.
Czy na postanowienie o zwrocie podania z powodu nieuiszczenia należności przysługuje zażalenie?,Nie,Wyłącznie odwołanie,Tak,Tylko skarga kasacyjna,3,Art. 261 § 3 przewiduje zażalenie.
Jakie koszty postępowania co do zasady obciążają stronę?,Wszystkie koszty organu,Żadne koszty,Wyłącznie koszty doręczeń,"Koszty wynikłe z jej winy oraz poniesione w jej interesie lub na jej żądanie, jeśli nie wynikają z ustawowego obowiązku organu",4,Art. 262 § 1 określa zakres kosztów obciążających stronę.
Czy organ może zażądać od strony zaliczki na pokrycie kosztów postępowania?,"Tak, w uzasadnionych przypadkach",Nie,Tylko sąd może,Wyłącznie w postępowaniu odwoławczym,1,Art. 262 § 2 dopuszcza żądanie zaliczki.
Czy koszty mediacji zalicza się do kosztów postępowania?,Nie,Tak,Tylko gdy mediacja zakończyła się ugodą,Wyłącznie w postępowaniu odwoławczym,2,Art. 263 § 1 zalicza koszty mediacji do kosztów postępowania.
W jakiej formie organ ustala wysokość kosztów postępowania i osoby zobowiązane do ich poniesienia?,W drodze decyzji,W formie uchwały,W drodze postanowienia,Ustnie,3,Art. 264 § 1 przewiduje postanowienie.
Czy na postanowienie w sprawie kosztów postępowania przysługuje zażalenie?,Nie,Wyłącznie odwołanie,Tylko skarga do sądu,Tak,4,Art. 264 § 2 przewiduje zażalenie.
W jakim trybie ściąga się nieuiszczone opłaty i koszty postępowania?,W trybie egzekucji administracyjnej świadczeń pieniężnych,W postępowaniu karnym,Wyłącznie przez komornika sądowego,W trybie cywilnym zawsze,1,Art. 265 odsyła do egzekucji administracyjnej.
"Czy organ może zwolnić stronę od opłat i kosztów postępowania, gdy niewątpliwie nie jest ona w stanie ich ponieść?",Nie,"Tak, w całości lub części",Tylko sąd,Wyłącznie po złożeniu zabezpieczenia,2,Art. 267 dopuszcza zwolnienie strony w razie niewątpliwej niemożności poniesienia kosztów.
