pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Czy kolejne kary za nielegalne użytkowanie mogą być nakładane wielokrotnie?,"Tak, codziennie bez żadnego odstępu.","Nie, po pierwszej karze użytkowanie jest automatycznie legalne.","Tak, ale nie częściej niż po upływie 30 dni od poprzedniego postanowienia.","Nie, możliwa jest tylko jedna kara w historii obiektu.",3,Art. 59i ust. 7 dopuszcza ponawianie kar z zachowaniem odstępu.
Co inwestor przekazuje właścicielowi przy oddawaniu obiektu do użytkowania?,"Wyłącznie pozwolenie na użytkowanie, bez dokumentacji robót.",Dokumentację projektową sprzed budowy bez zmian powykonawczych.,"Wyłącznie książkę obiektu, bez decyzji i instrukcji potrzebnych do eksploatacji.",Dokumentację budowy i powykonawczą oraz potrzebne decyzje i instrukcje.,4,Art. 60 ust. 1 wymaga przekazania dokumentacji i w razie potrzeby instrukcji.
Jak można przekazać elektroniczny dziennik budowy właścicielowi po oddaniu obiektu?,Tylko w formie ustnego streszczenia wpisów.,Jako wydruk z EDB albo nośnik z pobranym dziennikiem.,Wyłącznie jako hasło do konta kierownika budowy.,Wyłącznie jako skan papierowej tablicy budowy.,2,Art. 60 ust. 2 przewiduje wydruk lub nośnik danych z dziennikiem EDB.
Jakie zdarzenia związane z bezpieczeństwem wpisuje się do książki obiektu budowlanego?,Wyłącznie koszty zakupu mieszkań przez lokatorów.,Jedynie numery faktur za media.,Tylko terminy urlopów pracowników zarządcy.,"Kontrole, opinie techniczne, naprawy urządzeń przeciwpożarowych i katastrofy.",4,"Art. 60a wymienia kontrole, ekspertyzy, naprawy i katastrofy dotyczące obiektu."
Czy dla budynku mieszkalnego jednorodzinnego trzeba prowadzić książkę obiektu budowlanego?,"Nie, ale tylko przez pierwszy rok użytkowania.","Tak, dla każdego domu bez wyjątku.","Nie, ustawa wyłącza taki obowiązek.","Tak, wyłącznie jeśli ma mniej niż dwie kondygnacje.",3,Art. 60b ust. 2 pkt 1 lit. a zwalnia dom jednorodzinny z książki obiektu.
Kto zakłada książkę obiektu budowlanego?,Właściciel lub zarządca obiektu.,Organ nadzoru budowlanego po wydaniu pozwolenia na użytkowanie.,"Inwestor w każdej sprawie, nawet gdy nie jest właścicielem ani zarządcą.",Osoba przeprowadzająca pierwszą kontrolę okresową obiektu.,1,Art. 60c nakłada założenie książki na właściciela albo zarządcę.
W jakim terminie zakłada się książkę obiektu po doręczeniu pozwolenia na użytkowanie?,W ciągu 30 dni.,W ciągu 7 dni.,W ciągu 60 dni.,W ciągu roku.,1,Art. 60c pkt 1 wyznacza trzydzieści dni od doręczenia decyzji.
Kto jest odpowiedzialny za bieżące prowadzenie książki obiektu?,Każdy lokator osobno.,Zawsze powiatowy inspektor nadzoru.,Wyłącznie projektant z etapu budowy.,Osoba fizyczna wskazana w książce przez właściciela lub zarządcę.,4,Art. 60d wymaga wskazania osoby fizycznej odpowiedzialnej za książkę.
Kto wpisuje do książki obiektu wyniki kontroli okresowej?,Wyłącznie projektant przed rozpoczęciem budowy.,Osoba przeprowadzająca tę kontrolę.,Każdy mieszkaniec budynku.,Wyłącznie wykonawca materiałów budowlanych.,2,Art. 60e ust. 1 pkt 3 i ust. 3 przypisuje wpis o kontroli kontrolującemu.
W jakim terminie dokonuje się wpisu do książki obiektu?,Do pięciu lat od zakończenia budowy.,Zawsze dopiero po roku od zdarzenia.,"Niezwłocznie, nie później niż w ciągu 7 dni od zdarzenia.",Wyłącznie w dniu kontroli rocznej.,3,"Art. 60f ust. 1 wymaga szybkiego wpisu, maksymalnie w siedem dni."
Kiedy zamyka się książkę obiektu w systemie c-KOB po jego rozbiórce?,W ciągu miesiąca od zakończenia rozbiórki.,Po dziesięciu latach od rozpoczęcia rozbiórki.,Z chwilą złożenia wniosku o pozwolenie na rozbiórkę.,Dopiero po wydaniu nowego pozwolenia na budowę.,1,Art. 60g nakłada miesięczny termin na zamknięcie książki po rozbiórce.
W jakiej postaci prowadzi się książkę obiektu położonego na terenie zamkniętym?,Tylko jako część księgi wieczystej.,Wyłącznie w systemie c-KOB.,W postaci papierowej.,Równocześnie w EDB i c-KOB.,3,Art. 60h ust. 2 przewiduje postać papierową dla obiektów na terenach zamkniętych.
Jak przekazuje się elektroniczną książkę obiektu po zmianie właściciela?,Tylko przez zmianę tablicy informacyjnej.,Wyłącznie przez wydruk protokołu kontroli.,W systemie c-KOB.,Przez wysłanie hasła do konta zbywcy.,3,Art. 60i ust. 2 wymaga przekazania elektronicznej książki w c-KOB.
"Co może zrobić nowy właściciel, jeśli poprzedni nie przekaże elektronicznej książki obiektu?",Założyć dowolną drugą książkę bez wykazania tytułu.,Uznać brak książki za zgodę na rozbiórkę.,Wystąpić do Głównego Inspektora Nadzoru Budowlanego z dokumentami potwierdzającymi swoje prawo.,Żądać wydania pozwolenia na budowę zamiast książki.,3,Art. 60i ust. 3 przewiduje przekazanie przez Głównego Inspektora po wykazaniu prawa.
Co zawiera plan sytuacyjny dołączany do książki obiektu?,"M.in. miejsca przyłączeń, odcięcia instalacji, drogi pożarowe i hydranty.",Tylko ceny urządzeń przeciwpożarowych.,Jedynie harmonogram najmu pomieszczeń.,Wyłącznie rozkład mebli w lokalach.,1,Art. 60k ust. 2 wskazuje infrastrukturę i elementy potrzebne m.in. ratownikom.
Czy osoba dokonująca kontroli powinna mieć dostęp do książki obiektu w c-KOB?,"Tak, właściciel lub prowadzący książkę zapewnia jej dostęp do wpisów.","Tak, ale dopiero po sprzedaży obiektu.","Nie, c-KOB służy wyłącznie projektantom.","Nie, wyniki kontroli zapisuje się tylko ustnie.",1,"Art. 60m wymaga udostępnienia książki kontrolerowi, także do dokonania wpisu."
Przez jaki czas c-KOB przechowuje książkę obiektu budowlanego?,Do chwili zmiany właściciela obiektu.,Wyłącznie do pierwszej kontroli rocznej.,Tylko przez pięć lat od wydania pozwolenia.,Przez okres istnienia obiektu.,4,Art. 60q ust. 1 wiąże przechowywanie książki z istnieniem obiektu.
Po jakim czasie od zamknięcia książki dane w c-KOB są zasadniczo usuwane?,Od razu po rozbiórce obiektu.,"Po 10 latach, z uwzględnieniem przepisów archiwalnych.",Po 2 latach bez wyjątków.,Po 25 latach od pierwszego wpisu.,2,Art. 60q ust. 2 przewiduje dziesięć lat od zamknięcia książki.
Kto odpowiada za bezpieczne użytkowanie obiektu po gwałtownych zdarzeniach zewnętrznych?,Wyłącznie organ wydający pozwolenie.,Właściciel lub zarządca obiektu.,Każdy przechodzień w pobliżu obiektu.,Wyłącznie pierwotny projektant.,2,Art. 61 pkt 2 nakazuje właścicielowi lub zarządcy reagować na uszkodzenia i zagrożenia po zdarzeniach.
Kiedy przeprowadza się dodatkową kontrolę bezpiecznego użytkowania obiektu?,"Po zdarzeniu zewnętrznym, które uszkodziło obiekt lub bezpośrednio zagraża uszkodzeniem.","Tylko po potwierdzonym zawaleniu części obiektu, a nie przy bezpośrednim zagrożeniu.","Dopiero przy następnym przeglądzie pięcioletnim, choć zdarzenie grozi uszkodzeniem obiektu.","Po zdarzeniu, które uszkodziło samo wyposażenie, ale nie obiekt i nie grozi jego uszkodzeniem.",1,Art. 62 ust. 1 pkt 4 łączy kontrolę z okolicznościami zagrażającymi bezpieczeństwu z art. 61.
Jak często kontroluje się duży budynek o powierzchni zabudowy ponad 2000 m² w zakresie kontroli rocznej?,Co najmniej raz w roku.,Co najmniej raz na pięć lat.,Co najmniej cztery razy w roku.,Co najmniej dwa razy w roku.,4,Art. 62 ust. 1 pkt 3 zaostrza częstotliwość dla dużych budynków.
Do jakich dat przypadają dwa obowiązkowe przeglądy dużego budynku?,Do 31 marca oraz do 30 września.,Do 31 maja oraz do 30 listopada.,Do 30 czerwca oraz do 31 grudnia.,Do 1 stycznia oraz do 1 lipca.,2,Art. 62 ust. 1 pkt 3 wskazuje dwa terminy kontroli w roku.
Jaki próg dachu innego obiektu powoduje dwie kontrole w roku?,Powierzchnia dachu przekraczająca 1000 m².,"Każda powierzchnia dachu, nawet 10 m².",Powierzchnia dachu przekraczająca 2000 m².,Powierzchnia dachu przekraczająca 500 m².,1,Art. 62 ust. 1 pkt 3 obejmuje inne obiekty z dachem ponad 1000 m².
Czy coroczna kontrola elementów narażonych na pogodę obejmuje każdy dom jednorodzinny?,"Nie, zwolnienie dotyczy wyłącznie nowych domów przez rok.","Tak, bez żadnego wyjątku.","Tak, ale tylko gdy dom jest murowany.","Nie, właściciele domów jednorodzinnych są z tej części kontroli zwolnieni.",4,Art. 62 ust. 2 pkt 1 wyłącza obowiązek kontroli elementów z ust. 1 pkt 1 lit. a dla domów.
Kto zasadniczo przeprowadza okresowe kontrole obiektów budowlanych?,Osoba posiadająca uprawnienia budowlane w odpowiedniej specjalności.,"Dowolny pracownik zarządcy po wewnętrznym szkoleniu, bez wymaganych uprawnień.",Wyłącznie mistrz kominiarski niezależnie od rodzaju kontrolowanego elementu.,Osoba z kwalifikacjami dozorowymi dla instalacji elektrycznej przy każdej kontroli konstrukcji.,1,"Art. 62 ust. 4 wymaga kwalifikacji budowlanych, z wyjątkami dla wskazanych instalacji i przewodów."
Kto może kontrolować instalację elektryczną podczas kontroli okresowej?,Jedynie osoba podpisująca umowę z dostawcą energii.,Tylko projektant architektury bez kwalifikacji elektrycznych.,Osoba z kwalifikacjami wymaganymi do dozoru nad eksploatacją odpowiednich urządzeń i instalacji.,Wyłącznie każdy lokator mający dostęp do skrzynki.,3,Art. 62 ust. 5 dopuszcza kontrolę instalacji przez osoby z właściwymi kwalifikacjami dozoru.
Kto może skontrolować grawitacyjny przewód kominowy dymowy w ustawowym trybie?,Wyłącznie geodeta uprawniony.,Mistrz kominiarski albo osoba z odpowiednimi uprawnieniami budowlanymi.,Każdy wykonawca remontu elewacji.,Jedynie zarządca bez kwalifikacji technicznych.,2,Art. 62 ust. 6 określa kwalifikacje dla kontroli przewodów kominowych.
Kto kontroluje komin przemysłowy lub przewód o wymuszonym ciągu?,Wyłącznie mistrz kominiarski bez uprawnień budowlanych.,Każdy właściciel obiektu samodzielnie.,Tylko dostawca paliwa do kotłowni.,Osoba z uprawnieniami budowlanymi w odpowiedniej specjalności.,4,Art. 62 ust. 6 pkt 2 wymaga odpowiednich uprawnień budowlanych dla tych kominów.
"Co powinien zawierać protokół okresowej kontroli, gdy stwierdzono usterki?",Tylko koszty przyszłej sprzedaży obiektu.,"Opis nieprawidłowości, zalecane czynności i termin ich wykonania.",Jedynie nazwę firmy ubezpieczeniowej.,Wyłącznie podpis kontrolera bez opisu.,2,"Art. 62a ust. 2–3 wymaga ustaleń, zaleceń i terminu usunięcia usterek."
Czy protokół kolejnej kontroli obejmuje niewykonane zalecenia z poprzednich przeglądów?,"Nie, poprzednie zalecenia zawsze się pomija.","Tak, powinien wskazać ich zakres.","Tak, ale tylko w protokole podatkowym.","Nie, bo kolejna kontrola nie może dotyczyć wcześniejszych usterek.",2,Art. 62a ust. 2 pkt 9 nakazuje odnotować niewykonane zalecenia.
W jakim systemie sporządza się co do zasady elektroniczny protokół kontroli przewodów kominowych?,Wyłącznie w e-CRUB.,Tylko w portalu e-Budownictwo.,W systemie obsługującym centralną ewidencję emisyjności budynków.,W Elektronicznym Dzienniku Budowy EDB.,3,Art. 62a ust. 5 wiąże protokół kominowy z centralną ewidencją emisyjności budynków.
Ile czasu ma kontroler na wpisanie zakończonego przeglądu do książki obiektu?,30 dni od pierwszego użytkowania.,7 dni od zakończenia kontroli.,14 dni od wydania pozwolenia na budowę.,Rok od ukończenia robót.,2,Art. 62b ust. 1 wyznacza siedem dni od zakończenia kontroli.
Kogo zawiadamia się o szczególnej kontroli dużego obiektu wykonywanej dwa razy w roku?,Państwową Inspekcję Sanitarną właściwą dla położenia obiektu.,"Organ administracji architektoniczno-budowlanej, który wydał pozwolenie.",Organ nadzoru budowlanego.,"Państwową Straż Pożarną, bez przekazywania informacji nadzorowi.",3,Art. 62b ust. 2 wymaga zawiadomienia nadzoru o kontroli z art. 62 ust. 1 pkt 3.
Jak długo właściciel lub zarządca przechowuje dokumentację budowy i późniejszych robót?,Tylko do zakończenia gwarancji wykonawcy.,Przez okres istnienia obiektu budowlanego.,Wyłącznie przez 30 dni od ostatniej kontroli.,Wyłącznie przez dwa lata od oddania obiektu.,2,Art. 63 ust. 1 wymaga przechowywania dokumentów przez cały okres istnienia obiektu.
Jakie dokumenty poza protokołami kontroli dołącza się do książki obiektu?,Jedynie listę odwiedzających obiekt.,Tylko rachunki właściciela za codzienne zakupy.,Wyłącznie wszystkie prywatne umowy najmu lokali.,"Protokoły kontroli, oceny stanu technicznego, świadectwo energetyczne oraz ocenę ryzyka instalacji wodociągowej.",4,"Art. 64 ust. 3 wymaga dołączenia protokołów, ocen i ekspertyz oraz świadectwa energetycznego; nowelizacja z Dz. U. z 2026 r. poz. 605 dodała ocenę ryzyka w wewnętrznym systemie wodociągowym i jej aktualizację."
Komu właściciel lub zarządca udostępnia dokumenty o stanie technicznym obiektu?,Jedynie organowi wydającemu pozwolenie na budowę przy pierwszej inwestycji.,Upoważnionym przedstawicielom nadzoru budowlanego i innych organów kontrolnych.,Tylko pierwszemu nabywcy działki.,Wyłącznie każdemu wykonawcy materiałów bez upoważnienia.,2,Art. 65 wymaga udostępniania dokumentacji uprawnionym kontrolerom.
"Co może zrobić organ, gdy użytkowanie budynku zagraża życiu ludzi?","Nakazać usunięcie nieprawidłowości, a do tego czasu zakazać użytkowania.",Wyłącznie podwyższyć podatek od nieruchomości.,Tylko zmienić nazwę zarządcy w książce obiektu.,Automatycznie zatwierdzić stary projekt budowlany.,1,Art. 66 ust. 1–2 pozwala wydać nakaz naprawy i zakaz użytkowania przy zagrożeniu.
Czy decyzję o zakazie użytkowania przy zagrożeniu życia można ogłosić ustnie?,"Tak, ale wyłącznie przez kierownika budowy.","Nie, ustawa zawsze wymaga pięcioletniego wyprzedzenia.","Nie, zakaz może dotyczyć tylko obiektu rozebranego.","Tak, podlega natychmiastowemu wykonaniu i może być ogłoszona ustnie.",4,Art. 66 ust. 2 przewiduje ustne ogłoszenie i natychmiastową wykonalność w zagrożeniu.
"Kiedy organ nakazuje rozbiórkę obiektu nieużytkowanego, który nie jest zabytkiem wpisanym do rejestru?",Wyłącznie po zgłoszeniu zwykłego remontu.,Zawsze po pierwszym roku bez użytkowania.,"Gdy nie nadaje się do remontu, odbudowy ani wykończenia.",Gdy właściciel planuje zmianę sposobu użytkowania.,3,"Art. 67 ust. 1–2 wiąże nakaz z brakiem możliwości przywrócenia obiektu, z wyjątkiem zabytków."
Co obejmuje nakaz rozbiórki nieużytkowanego obiektu oprócz samych robót?,Uporządkowanie terenu oraz terminy rozpoczęcia i zakończenia.,Wyłącznie zmianę numeru działki w ewidencji.,Tylko przeniesienie książki obiektu na sąsiada.,Wyłącznie wycenę wartości odzyskanych materiałów.,1,Art. 67 ust. 1 wymaga także uporządkowania terenu i wyznaczenia terminów.
Kiedy organ nakazuje opróżnienie budynku zagrażającego zawaleniem?,"Gdy właściciel spóźnia się z okresową kontrolą, nawet bez ryzyka zawalenia.","Gdy planowany remont wymaga czasowego przeniesienia mieszkańców, choć budynek jest bezpieczny.","Gdy obiekt jest nieużytkowany i nadaje się do odbudowy, bez bezpośredniego zagrożenia.",Gdy budynek przeznaczony na pobyt ludzi bezpośrednio grozi zawaleniem.,4,Art. 68 nakazuje wyłączenie lub opróżnienie budynku przy bezpośrednim zagrożeniu zawaleniem.
Co organ może umieścić na budynku grożącym zawaleniem?,"Ostrzeżenie o konieczności kontroli za pięć lat, bez zakazu użytkowania.",Wyłącznie tablicę informacyjną o numerze pozwolenia na budowę.,Informację o planowanym remoncie bez wskazania istniejącego zagrożenia.,Zawiadomienie o zagrożeniu i zakazie użytkowania.,4,Art. 68 pkt 3 lit. a przewiduje widoczne zawiadomienie o zagrożeniu i zakazie.
Na czyj koszt organ zapewnia doraźne zabezpieczenie niebezpiecznego obiektu?,Właściciela albo zarządcy obiektu.,Wyłącznie projektanta pierwotnej budowy.,Każdego sąsiada w tej samej gminie.,Organ zawsze ponosi koszt bez możliwości zwrotu.,1,Art. 69 ust. 1 obciąża kosztami właściciela lub zarządcę obiektu.
Jakie służby poza nadzorem budowlanym mogą zastosować pilne zabezpieczenia niebezpiecznego obiektu?,Wyłącznie urząd skarbowy i izba budowlana.,Tylko służby geodezyjne i notariat.,Wyłącznie rada gminy i sąd rejonowy.,Policja i Państwowa Straż Pożarna.,4,Art. 69 ust. 2 upoważnia Policję i Państwową Straż Pożarną do działań na koszt zobowiązanego.
"Kiedy trzeba usunąć usterki stwierdzone podczas kontroli, jeśli grożą pożarem lub porażeniem prądem?",W czasie kontroli lub bezpośrednio po niej.,W ciągu pięciu lat bez względu na zagrożenie.,Dopiero przy następnej kontroli pięcioletniej.,Wyłącznie po sprzedaży obiektu.,1,"Art. 70 ust. 1 wymaga pilnego usunięcia usterek mogących zagrozić ludziom, mieniu lub środowisku."
Co kontroler robi z protokołem wskazującym pilne usterki zagrażające bezpieczeństwu?,Bezzwłocznie przesyła kopię organowi nadzoru budowlanego.,Zatrzymuje go wyłącznie u siebie do kolejnego roku.,Usuwa protokół po ustnej rozmowie z zarządcą.,Przekazuje go tylko do urzędu podatkowego.,1,Art. 70 ust. 2 wymaga szybkiego przekazania protokołu nadzorowi.
Czy zmiana sposobu użytkowania może polegać na zaniechaniu dotychczasowej działalności?,"Tak, jeśli zmienia to wskazane warunki bezpieczeństwa, zdrowia lub obciążeń.","Tak, ale każda rezygnacja z dowolnej czynności wymaga pozwolenia.","Nie, liczy się tylko rozpoczęcie nowej działalności.","Nie, dotyczy wyłącznie zmiany właściciela budynku.",1,"Art. 71 ust. 1 pkt 2 obejmuje zarówno podjęcie, jak i zaniechanie działalności zmieniającej warunki."
Co podaje się w zgłoszeniu zmiany sposobu użytkowania obiektu?,Tylko wysokość przyszłego czynszu.,Jedynie datę ostatniej kontroli kominiarskiej.,Dotychczasowy i zamierzony sposób użytkowania.,Wyłącznie numer telefonu wykonawcy.,3,Art. 71 ust. 2 wymaga opisania stanu obecnego i planowanego.
Kiedy organ wnosi sprzeciw wobec zmiany użytkowania sprzecznej z planem miejscowym?,Wyłącznie na życzenie obecnego najemcy.,"Nigdy, bo plan dotyczy tylko budowy.",Gdy zamierzona zmiana narusza ustalenia planu lub właściwej decyzji planistycznej.,Dopiero po pięcioletniej kontroli budynku.,3,Art. 71 ust. 5 pkt 2 przewiduje sprzeciw przy naruszeniu planu lub decyzji.
Co organ nakazuje przy niezgłoszonej zmianie sposobu użytkowania?,Wstrzymuje użytkowanie i żąda dokumentów wymaganych do zgłoszenia.,Automatycznie wydaje pozwolenie na budowę.,Zawsze nakazuje rozbiórkę całego obiektu od razu.,Wyłącznie kieruje sprawę do urzędu skarbowego.,1,Art. 71a ust. 1 przewiduje wstrzymanie użytkowania i uzupełnienie dokumentów.
Co grozi za dalsze użytkowanie obiektu mimo wstrzymania po niezgłoszonej zmianie sposobu użytkowania?,Zmiana organu właściwego do wydania pozwolenia.,Decyzja nakazująca przywrócenie poprzedniego sposobu użytkowania.,Automatyczna legalizacja nowej działalności.,Wyłącznie pouczenie bez dalszych skutków.,2,Art. 71a ust. 4 nakazuje przywrócić poprzednie użytkowanie przy dalszym naruszeniu.
Czym jest katastrofa budowlana według ustawy?,Wyłącznie przerwą w dostawie prądu do budynku.,"Niezamierzonym, gwałtownym zniszczeniem obiektu, jego części albo wskazanych elementów konstrukcyjnych.",Każdą planową rozbiórką prowadzoną na pozwolenie.,Każdym drobnym uszkodzeniem nadającym się do naprawy.,2,Art. 73 ust. 1 definiuje katastrofę jako niezamierzone gwałtowne zniszczenie.
Czy awaria instalacji sama w sobie jest katastrofą budowlaną w rozumieniu art. 73?,"Tak, każda awaria instalacji jest katastrofą.","Tak, jeśli właściciel zgłosi ją do zarządcy.","Nie, ale tylko w budynku jednorodzinnym.","Nie, ustawa wyraźnie ją wyłącza.",4,Art. 73 ust. 2 pkt 3 nie zalicza samej awarii instalacji do katastrofy budowlanej.
Czy uszkodzenie naprawialnego elementu wbudowanego w obiekt jest automatycznie katastrofą budowlaną?,"Tak, gdy obiekt ma książkę obiektu.","Nie, ale tylko po pięciu latach użytkowania.","Nie, takie uszkodzenie jest wyłączone z definicji.","Tak, bez względu na zakres uszkodzenia.",3,Art. 73 ust. 2 pkt 1 wyłącza naprawialny lub wymienialny element.
Kto prowadzi postępowanie wyjaśniające przyczyny katastrofy budowlanej?,Wyłącznie wykonawca uszkodzonego obiektu.,Tylko właściciel działki sąsiedniej.,Właściwy organ nadzoru budowlanego.,Wyłącznie urząd skarbowy.,3,Art. 74 powierza postępowanie wyjaśniające nadzorowi budowlanemu.
Jaki jest pierwszy obowiązek osób odpowiedzialnych za obiekt po katastrofie?,Zorganizowanie doraźnej pomocy poszkodowanym i ograniczenie skutków.,Sporządzenie nowego kosztorysu przed udzieleniem pomocy.,Wyłącznie zgłoszenie zmiany sposobu użytkowania.,Wydanie pozwolenia na budowę z datą wsteczną.,1,Art. 75 ust. 1 pkt 1 stawia na doraźną pomoc i przeciwdziałanie rozszerzaniu skutków.
Który pełny zestaw organów trzeba niezwłocznie zawiadomić o katastrofie budowlanej?,"Policję, Państwową Straż Pożarną i kierownika budowy, bez organu nadzoru.","Organ nadzoru, organ wydający pozwolenie i projektanta, bez zawiadamiania prokuratora.","Prokuratora, organ administracji architektoniczno-budowlanej i właściciela, bez Policji.","Organ nadzoru budowlanego, właściwego prokuratora i Policję.",4,"Art. 75 ust. 1 pkt 3 wymaga zawiadomienia organu nadzoru, prokuratora i Policji."
"Czy po katastrofie wolno zmienić stan miejsca, by ratować życie?","Tak, ale trzeba opisać zmiany i oznaczyć je na szkicach, a w miarę możliwości na zdjęciach.","Tak, bez obowiązku dokumentowania jakichkolwiek zmian.","Nie, miejsce można ruszyć dopiero po rozbiórce.","Nie, ratowanie życia musi czekać na komisję.",1,Art. 75 ust. 2 dopuszcza ratownicze zmiany miejsca katastrofy pod warunkiem dokumentowania.
Co organ nadzoru robi niezwłocznie po otrzymaniu zawiadomienia o katastrofie?,Zamyka sprawę po samym wpisie do książki obiektu.,Automatycznie wydaje pozwolenie na odbudowę bez badania.,Zleca jedynie wycenę rynkową obiektu.,Powołuje komisję do ustalenia przyczyn i potrzebnych działań zabezpieczających.,4,Art. 76 ust. 1 pkt 1 wymaga niezwłocznego powołania komisji.
Kto przewodniczy komisji badającej przyczyny katastrofy budowlanej?,Właściciel sąsiedniego budynku.,Projektant wybrany przez inwestora.,Przedstawiciel wykonawcy robót.,Przedstawiciel organu nadzoru budowlanego.,4,Art. 76 ust. 2 wskazuje przedstawiciela nadzoru jako przewodniczącego.
Czy decyzję o zabezpieczeniu miejsca katastrofy można ogłosić ustnie?,"Nie, decyzja może dotyczyć jedynie budowy nowego obiektu.","Tak, podlega natychmiastowemu wykonaniu.","Nie, zawsze trzeba odczekać 30 dni.","Tak, ale tylko przez właściciela obiektu.",2,Art. 76 ust. 4 dopuszcza ustne ogłoszenie pilnej decyzji zabezpieczającej.
"Kto ponosi koszt ekspertyzy zleconej przez organ, gdy jest niezbędna do ustalenia przyczyn katastrofy?",Tylko projektant sąsiedniego budynku.,"Inwestor, właściciel albo zarządca obiektu.",Każdy mieszkaniec całej gminy.,Wyłącznie organ nadzoru bez możliwości obciążenia innych.,2,Art. 78 ust. 2 pozwala zlecić ekspertyzę na koszt wskazanych osób.
Co robi właściciel po zakończeniu postępowania dotyczącego katastrofy?,Usuwa skutki wyłącznie po upływie roku od zakończenia postępowania.,"Poprzestaje na przekazaniu dokumentacji komisji, bez działań przy obiekcie.",Wstrzymuje usuwanie skutków katastrofy do czasu ponownego pozwolenia na budowę.,Niezwłocznie podejmuje działania konieczne do usunięcia jej skutków.,4,Art. 79 nakazuje szybkie usunięcie skutków katastrofy.
Czy kilka katastrof o prawdopodobnie wspólnej przyczynie można badać w jednym postępowaniu?,"Nie, ustawa wyklucza wspólną przyczynę katastrof.","Tak, organ może prowadzić jedno postępowanie dla uszkodzonych obiektów.","Nie, każde uszkodzenie zawsze wymaga odrębnego organu.","Tak, ale wyłącznie na wniosek wykonawcy.",2,Art. 76a pozwala połączyć wyjaśnianie przyczyn dotyczących kilku obiektów.
Jakie dokumenty można wygenerować w portalu e-Budownictwo?,Wyłącznie decyzje organu bez wniosku inwestora.,Wyłącznie świadectwo energetyczne po kontroli.,Tylko wycenę nieruchomości i akt notarialny.,"M.in. wniosek o pozwolenie, zgłoszenie robót i zawiadomienie o zakończeniu budowy.",4,Art. 79a ust. 1 wymienia formularze dokumentów budowlanych dostępnych w portalu.
Czy do wygenerowania formularza w portalu e-Budownictwo trzeba mieć konto?,"Tak, ustawa wymaga konta w portalu.","Nie, formularz można zapisać bez konta.","Tak, lecz wyłącznie konto kierownika budowy.","Nie, wystarczy numer książki obiektu.",1,Art. 79b wymaga konta do wygenerowania dokumentu.
Co staje się identyfikatorem użytkownika po rejestracji w portalu e-Budownictwo?,Numer pozwolenia na użytkowanie.,Numer działki budowlanej.,Numer uprawnień projektanta.,Wskazany adres e-mail.,4,Art. 79d ust. 1–2 wiąże identyfikator konta z adresem e-mail.
Po jakim czasie od ostatniego logowania konto e-Budownictwo jest automatycznie usuwane?,Po 10 latach.,Po 30 dniach.,Po 5 latach.,Po 2 latach.,4,Art. 79h ust. 2 przewiduje automatyczne usunięcie konta po dwóch latach nieaktywności.
Co dzieje się z dokumentami zapisanymi na koncie po jego usunięciu z portalu e-Budownictwo?,Przenoszą się automatycznie do książki obiektu.,Pozostają dostępne na koncie bezterminowo.,Zamieniają się w decyzje administracyjne.,Są automatycznie usuwane razem z danymi konta.,4,Art. 79j ust. 2 nakazuje usunięcie danych i dokumentów wraz z kontem.
Kto odpowiada za funkcjonowanie portalu e-Budownictwo i bezpieczeństwo jego danych?,Główny Inspektor Nadzoru Budowlanego.,Każdy starosta oddzielnie w swoim powiecie.,Wojewódzki konserwator zabytków.,Projektant wybrany przez inwestora.,1,Art. 79k ust. 1 powierza portal i dane Głównemu Inspektorowi.
Jaki organ rozpatruje odwołanie od decyzji starosty w sprawie pozwolenia na budowę?,Wojewoda.,Sam starosta w ponownym postępowaniu.,Główny Inspektor Nadzoru Budowlanego.,Wojewódzki inspektor nadzoru budowlanego.,1,Art. 82 ust. 3 ustanawia wojewodę organem wyższego stopnia wobec starosty w sprawach administracji architektoniczno-budowlanej.
Który organ jest pierwszą instancją dla robót na terenie portu morskiego?,Wojewoda.,Minister właściwy do spraw gospodarki morskiej.,Powiatowy inspektor nadzoru budowlanego.,Starosta.,1,"Art. 82 ust. 3 pkt 1 zalicza porty morskie do spraw, w których administrację architektoniczno-budowlaną w pierwszej instancji prowadzi wojewoda."
Który organ co do zasady prowadzi pierwszoinstancyjne postępowanie dotyczące samowoli budowlanej?,Starosta.,Powiatowy inspektor nadzoru budowlanego.,Wojewoda.,Główny Inspektor Nadzoru Budowlanego.,2,Art. 83 ust. 1 powierza powiatowemu inspektorowi sprawy legalizacji i nakazu rozbiórki; dla szczególnych inwestycji właściwy może być inspektor wojewódzki.
Kto jest organem wyższego stopnia wobec powiatowego inspektora nadzoru budowlanego?,Starosta.,Wojewódzki inspektor nadzoru budowlanego.,Wojewoda działający jako organ architektoniczno-budowlany.,Główny Inspektor Nadzoru Budowlanego.,2,Art. 83 ust. 2 wskazuje wojewódzkiego inspektora jako organ wyższego stopnia w sprawach powiatowego nadzoru budowlanego.
